Source;Target;Label;Type
1;3;D1;undirected
1;6;D1;undirected
1;7;D1;undirected
1;10;D1;undirected
1;11;D1;undirected
1;12;D1;undirected
1;14;D1;undirected
2;8;D1;undirected
2;9;D1;undirected
2;16;D1;undirected
3;6;D1;undirected
3;7;D1;undirected
3;10;D1;undirected
3;11;D1;undirected
3;12;D1;undirected
4;8;D1;undirected
4;9;D1;undirected
4;31;D1;undirected
4;34;D1;undirected
4;35;D1;undirected
4;36;D1;undirected
4;38;D1;undirected
5;14;D1;undirected
5;19;D1;undirected
5;37;D1;undirected
5;44;D1;undirected
5;49;D1;undirected
5;50;D1;undirected
6;7;D1;undirected
6;10;D1;undirected
6;11;D1;undirected
6;12;D1;undirected
7;10;D1;undirected
7;11;D1;undirected
7;12;D1;undirected
8;9;D1;undirected
8;16;D1;undirected
8;34;D1;undirected
9;16;D1;undirected
9;20;D1;undirected
9;34;D1;undirected
9;38;D1;undirected
10;11;D1;undirected
11;12;D1;undirected
11;24;D1;undirected
13;17;D1;undirected
13;19;D1;undirected
13;39;D1;undirected
13;42;D1;undirected
13;43;D1;undirected
13;44;D1;undirected
13;45;D1;undirected
14;19;D1;undirected
14;37;D1;undirected
14;49;D1;undirected
14;50;D1;undirected
15;18;D1;undirected
15;19;D1;undirected
15;24;D1;undirected
15;30;D1;undirected
16;34;D1;undirected
16;36;D1;undirected
16;38;D1;undirected
17;19;D1;undirected
17;39;D1;undirected
17;42;D1;undirected
17;43;D1;undirected
17;44;D1;undirected
17;45;D1;undirected
18;19;D1;undirected
18;21;D1;undirected
18;22;D1;undirected
18;23;D1;undirected
18;24;D1;undirected
18;25;D1;undirected
18;26;D1;undirected
18;27;D1;undirected
18;28;D1;undirected
18;29;D1;undirected
18;30;D1;undirected
19;25;D1;undirected
19;29;D1;undirected
19;37;D1;undirected
19;39;D1;undirected
19;40;D1;undirected
19;41;D1;undirected
19;45;D1;undirected
19;49;D1;undirected
19;50;D1;undirected
20;21;D1;undirected
20;28;D1;undirected
20;39;D1;undirected
21;25;D1;undirected
21;26;D1;undirected
21;27;D1;undirected
21;28;D1;undirected
21;29;D1;undirected
21;30;D1;undirected
21;32;D1;undirected
21;47;D1;undirected
21;51;D1;undirected
22;23;D1;undirected
22;25;D1;undirected
22;26;D1;undirected
22;27;D1;undirected
22;28;D1;undirected
22;29;D1;undirected
22;30;D1;undirected
23;25;D1;undirected
23;26;D1;undirected
23;27;D1;undirected
23;28;D1;undirected
23;29;D1;undirected
24;28;D1;undirected
24;30;D1;undirected
25;26;D1;undirected
25;27;D1;undirected
25;28;D1;undirected
25;29;D1;undirected
26;27;D1;undirected
26;28;D1;undirected
26;29;D1;undirected
27;28;D1;undirected
27;29;D1;undirected
27;30;D1;undirected
28;29;D1;undirected
28;30;D1;undirected
29;50;D1;undirected
31;34;D1;undirected
31;35;D1;undirected
32;33;D1;undirected
34;35;D1;undirected
34;36;D1;undirected
34;38;D1;undirected
35;36;D1;undirected
35;38;D1;undirected
36;38;D1;undirected
37;44;D1;undirected
37;49;D1;undirected
37;50;D1;undirected
39;40;D1;undirected
39;42;D1;undirected
39;45;D1;undirected
40;41;D1;undirected
40;44;D1;undirected
40;45;D1;undirected
41;45;D1;undirected
42;43;D1;undirected
42;45;D1;undirected
43;44;D1;undirected
43;45;D1;undirected
44;45;D1;undirected
45;49;D1;undirected
46;47;D1;undirected
46;48;D1;undirected
47;48;D1;undirected
47;51;D1;undirected
47;52;D1;undirected
48;51;D1;undirected
48;52;D1;undirected
49;50;D1;undirected
51;52;D1;undirected
