Source;Target;Label;Type
1;3;D1;undirected
1;10;D1;undirected
2;9;D1;undirected
2;16;D1;undirected
2;17;D1;undirected
3;10;D1;undirected
4;7;D1;undirected
4;31;D1;undirected
4;34;D1;undirected
4;36;D1;undirected
4;38;D1;undirected
5;19;D1;undirected
6;11;D1;undirected
8;9;D1;undirected
8;19;D1;undirected
11;12;D1;undirected
11;28;D1;undirected
11;33;D1;undirected
13;17;D1;undirected
13;39;D1;undirected
13;43;D1;undirected
13;45;D1;undirected
15;17;D1;undirected
15;19;D1;undirected
15;22;D1;undirected
15;30;D1;undirected
16;17;D1;undirected
16;34;D1;undirected
16;36;D1;undirected
16;38;D1;undirected
17;19;D1;undirected
17;25;D1;undirected
17;29;D1;undirected
17;39;D1;undirected
17;40;D1;undirected
17;41;D1;undirected
17;42;D1;undirected
17;43;D1;undirected
17;45;D1;undirected
17;49;D1;undirected
18;19;D1;undirected
18;25;D1;undirected
18;27;D1;undirected
18;29;D1;undirected
19;25;D1;undirected
19;29;D1;undirected
19;39;D1;undirected
19;49;D1;undirected
22;26;D1;undirected
22;27;D1;undirected
22;30;D1;undirected
23;25;D1;undirected
23;29;D1;undirected
24;27;D1;undirected
25;27;D1;undirected
25;28;D1;undirected
25;29;D1;undirected
25;31;D1;undirected
26;27;D1;undirected
27;28;D1;undirected
27;29;D1;undirected
28;29;D1;undirected
28;30;D1;undirected
28;38;D1;undirected
28;43;D1;undirected
29;50;D1;undirected
31;32;D1;undirected
31;33;D1;undirected
31;37;D1;undirected
31;38;D1;undirected
33;37;D1;undirected
33;48;D1;undirected
34;35;D1;undirected
34;36;D1;undirected
34;38;D1;undirected
35;36;D1;undirected
35;38;D1;undirected
36;38;D1;undirected
39;40;D1;undirected
39;41;D1;undirected
39;43;D1;undirected
39;44;D1;undirected
40;41;D1;undirected
40;43;D1;undirected
41;45;D1;undirected
43;45;D1;undirected
48;52;D1;undirected
